,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,79.0,79.0,79.0,79.0,79.33333333333333,79.66666666666667,80.0,80.0,80.0,80.0,80.0,80.33333333333333,80.33333333333333,80.33333333333333,80.0,80.66666666666667,81.33333333333333,82.0,80.66666666666667,79.0,77.33333333333333,77.0,77.0,77.33333333333333,78.0,78.66666666666667,79.0,79.0,79.33333333333333,79.66666666666667
1,86.66666666666667,86.33333333333333,86.0,86.0,86.33333333333333,86.33333333333333,86.33333333333333,85.66666666666667,85.33333333333333,85.0,85.0,85.66666666666667,86.33333333333333,87.0,86.66666666666667,86.33333333333333,85.66666666666667,85.33333333333333,85.0,85.0,85.0,84.66666666666667,84.33333333333333,84.33333333333333,84.66666666666667,84.66666666666667,85.66666666666667,86.33333333333333,86.33333333333333,87.0
2,94.0,93.33333333333331,92.33333333333331,91.0,90.33333333333331,90.33333333333331,90.33333333333331,90.66666666666669,92.66666666666669,96.0,99.0,100.0,98.66666666666669,97.0,93.66666666666669,91.66666666666669,89.66666666666667,89.0,88.0,87.0,86.33333333333333,86.0,85.66666666666667,84.33333333333333,82.66666666666667,81.0,80.33333333333333,80.33333333333333,80.66666666666667,81.0
3,77.66666666666667,78.0,78.0,78.33333333333333,78.66666666666667,79.33333333333333,79.66666666666667,80.0,80.0,80.0,80.0,79.66666666666667,78.33333333333333,77.0,76.0,76.66666666666667,76.66666666666667,78.0,78.66666666666667,80.0,80.0,79.66666666666667,79.33333333333333,79.33333333333333,79.66666666666667,80.0,80.0,80.0,80.0,79.66666666666667
4,80.0,80.0,80.0,80.33333333333333,80.66666666666667,81.0,80.66666666666667,80.0,79.33333333333333,79.0,78.66666666666667,79.33333333333333,80.0,81.33333333333333,81.33333333333333,81.33333333333333,81.0,81.0,80.66666666666667,80.33333333333333,80.0,80.0,80.0,80.0,82.33333333333333,84.66666666666667,87.0,85.0,82.66666666666667,80.33333333333333
5,82.33333333333333,81.66666666666667,81.33333333333333,81.0,81.0,81.0,81.66666666666667,81.66666666666667,82.0,81.33333333333333,81.33333333333333,81.0,81.33333333333333,81.66666666666667,82.33333333333333,82.66666666666667,83.66666666666667,83.66666666666667,83.66666666666667,82.66666666666667,82.33333333333333,82.0,82.0,82.0,82.0,82.0,82.0,83.0,84.0,85.0
6,80.66666666666667,80.33333333333333,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.33333333333333,81.0,81.66666666666667,82.0,82.0,81.66666666666667,81.0,80.66666666666667,80.66666666666667,81.0,81.0,81.33333333333333,81.66666666666667,82.33333333333333,82.66666666666667,83.0,82.66666666666667,82.0,81.33333333333333,81.0,80.66666666666667
7,81.0,81.33333333333333,81.66666666666667,82.0,81.66666666666667,81.66666666666667,81.66666666666667,81.66666666666667,81.33333333333333,81.0,81.0,81.33333333333333,81.33333333333333,81.33333333333333,80.66666666666667,80.0,79.33333333333333,79.0,79.0,79.33333333333333,79.66666666666667,80.0,80.0,80.0,80.0,80.0,80.0,80.66666666666667,81.33333333333333,82.0
8,78.33333333333333,78.33333333333333,78.66666666666667,78.66666666666667,78.66666666666667,78.33333333333333,78.33333333333333,78.33333333333333,78.0,77.66666666666667,76.66666666666667,76.0,75.0,75.33333333333333,75.66666666666667,76.33333333333333,77.0,77.66666666666667,78.0,78.33333333333333,78.66666666666667,79.33333333333333,80.0,81.0,81.66666666666667,82.0,82.33333333333333,82.66666666666667,83.0,82.66666666666667
9,72.33333333333333,72.66666666666667,73.0,73.33333333333333,75.0,76.33333333333333,77.33333333333333,77.0,77.0,77.33333333333333,77.33333333333333,77.66666666666667,77.33333333333333,77.33333333333333,77.33333333333333,77.33333333333333,77.33333333333333,77.33333333333333,78.0,78.66666666666667,78.66666666666667,78.33333333333333,77.66666666666667,77.33333333333333,77.0,77.0,77.0,77.33333333333333,77.66666666666667,78.0
